session_id,device_type,mouse_movement,touch_events,keyboard_events,click_events,scroll_events,time_on_page,screen_size,browser_info,language,timezone_offset,device_orientation,device_motion,geolocation_city,ip_cluster,anomaly_score,label
session_223,Mobile,5,3,6,9,12,15,414x896,Safari,fr-FR,5,portrait,0.35,Mumbai,ClusterC,0.33,0
session_224,Mobile,9,4,5,7,3,90,1366x768,Chrome,en-US,9,landscape,0.59,Chennai,ClusterC,0.568,0
session_225,PC,1,3,8,2,13,85,360x640,Edge,fr-FR,-5,none,1.03,Bangalore,ClusterA,0.423,0
session_226,PC,5,1,2,5,1,23,1440x900,Chrome,en-GB,13,none,0.1,Chennai,ClusterA,0.834,1
session_227,Mobile,6,1,10,2,19,6,414x896,Firefox,en-US,-1,none,1.19,Unknown,ClusterB,0.05,0
session_228,PC,5,6,11,4,15,2,360x640,Edge,fr-FR,1,none,0.43,Kolkata,ClusterC,0.88,1
session_229,Mobile,1,2,11,6,9,15,414x896,Edge,en-US,13,none,0.73,Kolkata,ClusterB,0.243,0
session_230,PC,6,3,7,8,7,13,360x640,Safari,hi-IN,-9,landscape,0.8,Delhi,ClusterB,0.401,0
session_231,PC,7,3,5,5,15,32,360x640,Chrome,en-GB,-6,none,0.3,Mumbai,ClusterA,0.138,0
session_232,PC,3,3,7,5,14,14,1920x1080,Firefox,en-US,5,landscape,1.94,Chennai,ClusterC,0.075,0
session_233,PC,5,6,6,2,18,46,360x640,Edge,en-US,12,portrait,0.45,Mumbai,ClusterA,0.181,0
session_234,Mobile,3,3,9,1,4,107,414x896,Firefox,hi-IN,-4,none,0.31,Chennai,ClusterC,0.141,0
session_235,Mobile,7,6,11,4,15,16,1440x900,Firefox,hi-IN,10,landscape,0.85,Bangalore,ClusterC,0.107,0
session_236,PC,1,3,13,6,18,24,1366x768,Edge,en-US,-8,none,1.2,Unknown,ClusterC,0.118,0
session_237,PC,8,3,4,9,9,4,1440x900,Firefox,fr-FR,-9,portrait,0.6,Delhi,ClusterA,0.036,0
session_238,PC,3,1,8,9,7,11,1440x900,Safari,en-US,13,landscape,0.44,Unknown,ClusterA,0.272,0
session_239,PC,3,2,8,8,18,97,360x640,Firefox,en-US,0,portrait,1.3,Delhi,ClusterC,0.128,0
session_240,PC,6,4,6,6,7,30,360x640,Chrome,en-GB,7,landscape,0.27,Chennai,ClusterC,0.125,0
session_241,PC,5,1,3,1,12,107,1440x900,Safari,fr-FR,7,landscape,0.31,Unknown,ClusterC,0.067,0
session_242,PC,8,2,11,1,12,10,414x896,Chrome,en-GB,-2,none,1.58,Mumbai,ClusterA,0.086,0
session_243,Mobile,3,1,9,7,4,148,1366x768,Safari,fr-FR,-2,none,1.3,Mumbai,ClusterC,0.59,0
session_244,PC,8,4,4,3,1,57,1366x768,Safari,en-US,0,portrait,0.5,Unknown,ClusterC,0.05,0
session_245,PC,6,2,6,5,9,59,414x896,Chrome,fr-FR,-2,none,0.73,Delhi,ClusterC,0.245,0
session_246,PC,7,4,9,8,0,48,1366x768,Chrome,fr-FR,10,portrait,2.08,Delhi,ClusterC,0.109,0
session_247,Mobile,2,3,8,3,6,71,360x640,Safari,hi-IN,5,none,1.13,Unknown,ClusterC,0.473,0
session_248,PC,3,2,4,4,1,6,414x896,Firefox,en-US,-5,portrait,0.93,Mumbai,ClusterB,0.258,0
session_249,PC,5,4,5,8,0,6,1440x900,Safari,hi-IN,10,portrait,1.75,Chennai,ClusterB,0.291,0
session_250,Mobile,6,2,5,4,6,67,1920x1080,Chrome,en-US,14,landscape,1.08,Mumbai,ClusterC,0.339,0
session_251,PC,7,2,11,8,18,64,1920x1080,Safari,fr-FR,14,none,0.35,Chennai,ClusterC,0.176,0
session_252,Mobile,5,5,13,8,14,86,1440x900,Edge,en-GB,1,landscape,0.93,Unknown,ClusterB,0.055,0
session_253,PC,4,2,7,2,16,23,414x896,Edge,en-US,-4,none,1.09,Kolkata,ClusterC,0.43,0
session_254,Mobile,9,2,4,2,4,9,360x640,Safari,fr-FR,-8,landscape,0.94,Bangalore,ClusterB,0.084,0
session_255,Mobile,3,2,9,2,4,21,360x640,Safari,en-US,5,portrait,0.82,Bangalore,ClusterB,0.333,0
session_256,Mobile,8,3,7,2,1,13,360x640,Firefox,hi-IN,-1,portrait,0.26,Bangalore,ClusterC,0.241,0
session_257,PC,2,0,11,8,3,6,1920x1080,Edge,en-GB,-3,portrait,0.63,Bangalore,ClusterC,0.362,0
session_258,PC,9,4,7,7,4,66,414x896,Edge,en-US,8,landscape,0.82,Kolkata,ClusterC,0.929,1
session_259,PC,2,3,7,3,3,104,1440x900,Safari,en-US,12,none,1.16,Unknown,ClusterA,0.081,0
session_260,PC,5,4,6,3,14,41,1440x900,Firefox,fr-FR,-12,landscape,1.49,Mumbai,ClusterC,0.237,0
session_261,PC,8,6,8,1,19,65,360x640,Safari,hi-IN,-7,portrait,1.59,Chennai,ClusterC,0.088,0
session_262,Mobile,3,3,5,3,16,23,414x896,Safari,fr-FR,-2,none,0.32,Unknown,ClusterB,0.636,0
session_263,Mobile,3,4,9,1,10,7,360x640,Safari,en-US,-9,landscape,0.97,Chennai,ClusterA,0.121,0
session_264,PC,3,5,3,7,16,123,1366x768,Chrome,fr-FR,11,landscape,0.4,Delhi,ClusterB,0.407,0
session_265,PC,5,3,8,8,5,52,414x896,Chrome,hi-IN,-10,landscape,1.32,Kolkata,ClusterB,0.135,0
session_266,PC,6,6,10,5,13,147,1366x768,Firefox,en-US,2,none,0.35,Chennai,ClusterC,0.314,0
session_267,PC,6,2,6,1,0,11,1920x1080,Firefox,en-GB,-2,none,0.89,Kolkata,ClusterC,0.249,0
session_268,Mobile,4,1,8,8,11,83,414x896,Chrome,en-US,8,portrait,1.11,Unknown,ClusterC,0.386,0
session_269,PC,3,3,4,5,14,3,1920x1080,Edge,en-US,0,none,0.94,Unknown,ClusterC,0.269,0
session_270,PC,1,1,5,7,5,17,1366x768,Chrome,hi-IN,6,portrait,1.39,Unknown,ClusterB,0.275,0
session_271,Mobile,4,4,4,1,16,48,1440x900,Edge,hi-IN,5,landscape,0.99,Chennai,ClusterB,0.127,0
session_272,PC,5,6,2,3,11,7,1440x900,Firefox,hi-IN,10,portrait,0.77,Mumbai,ClusterB,0.388,0
session_273,PC,5,2,7,4,12,3,1366x768,Safari,hi-IN,14,none,0.5,Unknown,ClusterA,0.316,0
session_274,PC,5,1,7,5,1,61,414x896,Safari,en-GB,8,none,0.98,Delhi,ClusterA,0.128,0
session_275,PC,6,2,8,2,19,4,414x896,Edge,en-GB,10,landscape,1.41,Unknown,ClusterA,0.654,0
session_276,Mobile,4,2,5,7,4,13,1440x900,Chrome,en-GB,-3,portrait,0.99,Bangalore,ClusterA,0.602,0
session_277,PC,5,3,6,5,5,30,1440x900,Edge,hi-IN,13,portrait,1.25,Delhi,ClusterB,0.404,0
session_278,Mobile,4,2,7,9,13,0,414x896,Safari,hi-IN,14,portrait,0.39,Bangalore,ClusterA,0.315,0
session_279,PC,6,3,8,5,15,91,360x640,Firefox,fr-FR,6,none,1.17,Unknown,ClusterC,0.402,0
session_280,Mobile,6,3,5,1,15,190,360x640,Chrome,en-GB,-2,none,2.13,Unknown,ClusterB,0.226,0
session_281,PC,2,2,9,9,10,12,1366x768,Firefox,fr-FR,7,none,1.01,Delhi,ClusterA,0.671,0
session_282,PC,3,3,10,2,0,263,1366x768,Chrome,en-US,2,landscape,1.53,Bangalore,ClusterA,0.143,0
session_283,PC,3,4,5,4,8,66,1920x1080,Firefox,en-US,-2,portrait,2.66,Chennai,ClusterB,0.054,0
session_284,PC,2,3,5,8,10,25,1920x1080,Safari,hi-IN,8,portrait,1.36,Chennai,ClusterC,0.209,0
session_285,Mobile,9,2,9,8,6,50,1366x768,Safari,hi-IN,14,landscape,0.86,Delhi,ClusterC,0.163,0
session_286,PC,3,2,9,6,19,92,1440x900,Chrome,hi-IN,6,landscape,0.61,Bangalore,ClusterA,0.251,0
session_287,Mobile,4,3,10,8,14,74,414x896,Safari,fr-FR,-10,portrait,1.49,Delhi,ClusterA,0.832,1
session_288,PC,0,7,4,4,0,4,1440x900,Safari,fr-FR,-7,portrait,0.73,Kolkata,ClusterA,0.925,1
session_289,Mobile,2,4,12,8,12,12,1440x900,Edge,hi-IN,8,none,0.34,Kolkata,ClusterB,0.247,0
session_290,Mobile,3,5,5,1,17,359,1920x1080,Safari,hi-IN,-4,portrait,1.35,Bangalore,ClusterB,0.375,0
session_291,Mobile,3,0,6,1,12,46,414x896,Edge,en-GB,-4,none,0.58,Chennai,ClusterB,0.218,0
session_292,PC,5,2,10,7,8,14,1920x1080,Chrome,fr-FR,4,landscape,1.62,Kolkata,ClusterA,0.151,0
session_293,Mobile,7,3,7,5,5,43,1366x768,Firefox,hi-IN,14,portrait,0.43,Unknown,ClusterA,0.467,0
session_294,PC,7,1,5,2,10,33,1440x900,Chrome,hi-IN,5,landscape,1.12,Unknown,ClusterA,0.266,0
session_295,Mobile,4,2,7,3,6,107,1920x1080,Chrome,en-GB,14,none,0.65,Bangalore,ClusterB,0.34,0
session_296,Mobile,4,3,6,2,18,7,360x640,Safari,hi-IN,4,none,1.17,Unknown,ClusterA,0.291,0
session_297,Mobile,4,6,9,9,11,16,1440x900,Safari,fr-FR,14,landscape,0.46,Kolkata,ClusterC,0.247,0
session_298,Mobile,4,3,8,8,8,55,1440x900,Chrome,en-GB,-11,portrait,0.94,Bangalore,ClusterC,0.29,0
session_299,Mobile,5,0,3,3,6,106,360x640,Chrome,en-GB,-2,none,0.42,Chennai,ClusterC,0.364,0
session_300,PC,1,2,8,4,6,1,1920x1080,Firefox,en-GB,5,landscape,1.6,Mumbai,ClusterA,0.274,0
session_301,PC,3,3,10,9,2,56,1366x768,Safari,en-US,-11,none,1.91,Mumbai,ClusterC,0.295,0
session_302,PC,8,5,4,3,14,36,1440x900,Chrome,fr-FR,6,landscape,1.13,Bangalore,ClusterC,0.292,0
session_303,Mobile,2,3,8,7,3,19,360x640,Chrome,fr-FR,3,landscape,-0.03,Delhi,ClusterC,0.4,0
session_304,Mobile,3,3,5,9,1,60,1366x768,Safari,en-US,4,none,1.32,Unknown,ClusterB,0.22,0
session_305,Mobile,8,5,7,5,6,54,1440x900,Edge,hi-IN,4,portrait,1.47,Chennai,ClusterB,0.556,0
session_306,PC,6,5,5,7,14,7,1366x768,Firefox,en-GB,-2,landscape,0.99,Unknown,ClusterC,0.445,0
session_307,PC,2,3,8,2,18,39,1440x900,Edge,fr-FR,9,portrait,1.3,Unknown,ClusterB,0.165,0
session_308,Mobile,4,5,7,3,17,30,360x640,Firefox,fr-FR,1,landscape,0.95,Unknown,ClusterC,0.187,0
session_309,Mobile,3,3,4,3,15,0,1440x900,Chrome,en-US,4,portrait,0.74,Kolkata,ClusterC,0.38,0
session_310,PC,2,2,8,2,8,212,1440x900,Firefox,fr-FR,7,portrait,1.01,Delhi,ClusterC,0.16,0
session_311,Mobile,11,0,7,7,4,0,414x896,Edge,fr-FR,11,landscape,0.2,Delhi,ClusterC,0.503,0
session_312,Mobile,4,1,3,8,19,68,414x896,Firefox,fr-FR,14,none,0.87,Chennai,ClusterB,0.932,1
session_313,Mobile,5,3,6,8,15,62,360x640,Edge,fr-FR,5,portrait,0.77,Unknown,ClusterB,0.439,0
session_314,PC,6,1,5,3,17,85,414x896,Chrome,hi-IN,12,landscape,1.55,Bangalore,ClusterC,0.353,0
session_315,PC,5,3,5,4,4,1,414x896,Firefox,en-US,-2,portrait,0.34,Unknown,ClusterC,0.261,0
session_316,PC,6,5,8,9,3,205,360x640,Edge,en-GB,5,none,0.48,Bangalore,ClusterB,0.421,0
session_317,PC,6,3,7,5,10,77,360x640,Chrome,en-GB,-9,none,1.16,Chennai,ClusterC,0.276,0
session_318,Mobile,5,1,6,8,0,48,414x896,Chrome,fr-FR,-10,none,1.38,Delhi,ClusterC,0.221,0
session_319,Mobile,8,3,8,2,17,50,360x640,Edge,hi-IN,-10,none,0.47,Kolkata,ClusterA,0.254,0
session_320,PC,3,3,6,4,12,206,1920x1080,Firefox,fr-FR,14,none,0.08,Bangalore,ClusterB,0.091,0
session_321,PC,3,2,9,8,18,44,1440x900,Chrome,en-GB,12,none,1.76,Kolkata,ClusterA,0.145,0
session_322,PC,4,1,15,7,12,45,1920x1080,Chrome,hi-IN,-5,none,0.34,Bangalore,ClusterA,0.038,0
session_323,PC,3,3,8,7,4,52,414x896,Firefox,en-US,-9,none,0.41,Kolkata,ClusterB,0.253,0
session_324,Mobile,5,5,4,9,7,23,1440x900,Safari,fr-FR,9,landscape,0.37,Delhi,ClusterB,0.414,0
session_325,Mobile,5,3,8,8,10,22,360x640,Firefox,en-GB,13,portrait,0.55,Chennai,ClusterA,0.044,0
session_326,Mobile,1,3,8,1,9,69,360x640,Firefox,fr-FR,-3,none,0.33,Delhi,ClusterC,0.125,0
session_327,Mobile,4,2,10,6,14,2,414x896,Chrome,en-US,12,none,0.62,Chennai,ClusterA,0.441,0
session_328,PC,3,3,7,8,2,111,1440x900,Firefox,hi-IN,5,portrait,1.5,Bangalore,ClusterC,0.374,0
session_329,Mobile,3,2,10,4,6,151,360x640,Chrome,fr-FR,9,none,1.03,Mumbai,ClusterA,0.066,0
session_330,PC,4,2,9,8,10,3,1440x900,Safari,en-US,-3,landscape,0.86,Bangalore,ClusterA,0.141,0
session_331,PC,4,5,6,8,18,60,1920x1080,Safari,fr-FR,-8,none,1.25,Kolkata,ClusterB,0.61,0
session_332,PC,3,2,6,3,5,0,1920x1080,Edge,en-US,10,portrait,0.67,Chennai,ClusterB,0.395,0
session_333,Mobile,7,2,5,1,11,14,414x896,Safari,hi-IN,-6,none,0.88,Unknown,ClusterA,0.425,0
session_334,Mobile,3,4,5,5,12,6,1366x768,Edge,hi-IN,-2,none,1.07,Mumbai,ClusterB,0.623,0
session_335,Mobile,8,6,8,8,0,9,1440x900,Chrome,en-GB,4,none,1.26,Kolkata,ClusterA,0.095,0
session_336,PC,5,4,13,3,4,58,1920x1080,Safari,en-US,8,landscape,1.8,Bangalore,ClusterC,0.849,1
session_337,Mobile,3,4,6,7,16,148,1366x768,Chrome,fr-FR,-2,landscape,0.87,Chennai,ClusterA,0.622,0
session_338,PC,5,3,2,1,3,15,414x896,Chrome,fr-FR,13,none,0.6,Chennai,ClusterC,0.597,0
session_339,Mobile,10,4,9,8,9,84,360x640,Chrome,hi-IN,-2,landscape,0.79,Chennai,ClusterA,0.258,0
session_340,PC,2,5,2,1,19,43,1440x900,Firefox,en-GB,9,portrait,0.77,Unknown,ClusterB,0.886,1
session_341,Mobile,5,2,5,4,12,5,1366x768,Firefox,en-US,-3,none,1.2,Mumbai,ClusterA,0.57,0
session_342,Mobile,6,2,6,7,15,16,360x640,Firefox,en-GB,6,landscape,1.39,Chennai,ClusterC,0.046,0
session_343,PC,7,3,13,5,9,1,1920x1080,Chrome,en-GB,12,portrait,0.92,Bangalore,ClusterB,0.45,0
session_344,PC,4,2,9,4,0,2,1440x900,Safari,hi-IN,7,landscape,1.46,Kolkata,ClusterC,0.116,0
session_345,PC,3,4,17,7,13,65,1920x1080,Firefox,fr-FR,-9,none,1.36,Unknown,ClusterB,0.38,0
session_346,PC,3,2,7,4,0,0,1366x768,Edge,en-GB,-5,landscape,1.51,Kolkata,ClusterC,0.345,0
session_347,Mobile,3,5,6,4,19,30,1366x768,Edge,en-GB,8,landscape,1.86,Chennai,ClusterC,0.297,0
session_348,Mobile,5,3,9,5,4,171,360x640,Chrome,en-US,0,none,0.28,Kolkata,ClusterA,0.905,1
session_349,PC,6,2,9,1,7,57,1440x900,Edge,fr-FR,-3,landscape,1.01,Kolkata,ClusterB,0.212,0
session_350,PC,5,4,5,8,18,161,1366x768,Edge,en-US,5,none,1.44,Delhi,ClusterB,0.233,0
session_351,Mobile,3,4,6,2,13,65,1440x900,Chrome,en-US,-11,none,1.39,Mumbai,ClusterA,0.127,0
session_352,Mobile,3,2,3,6,4,37,1366x768,Edge,hi-IN,12,none,0.59,Delhi,ClusterA,0.702,0
session_353,PC,3,2,9,9,8,18,360x640,Firefox,fr-FR,2,none,0.54,Bangalore,ClusterC,0.283,0
session_354,Mobile,4,0,8,8,1,40,1920x1080,Edge,en-GB,8,landscape,1.35,Kolkata,ClusterC,0.089,0
session_355,Mobile,1,7,6,1,8,166,1366x768,Firefox,hi-IN,9,none,1.63,Kolkata,ClusterA,0.938,1
session_356,Mobile,5,5,6,4,6,0,1920x1080,Edge,en-GB,10,portrait,1.18,Mumbai,ClusterC,0.845,1
session_357,Mobile,4,4,12,5,7,9,1366x768,Edge,en-GB,-7,landscape,1.76,Bangalore,ClusterB,0.299,0
session_358,PC,9,3,10,9,11,78,1920x1080,Firefox,en-US,5,portrait,0.99,Bangalore,ClusterC,0.937,1
session_359,Mobile,6,1,3,1,7,47,1366x768,Chrome,en-GB,-3,landscape,1.52,Unknown,ClusterA,0.258,0
session_360,PC,6,2,7,8,8,22,1366x768,Safari,en-GB,14,portrait,0.8,Chennai,ClusterA,0.244,0
session_361,Mobile,5,2,9,9,4,2,1366x768,Chrome,en-US,12,portrait,1.86,Bangalore,ClusterC,0.231,0
session_362,PC,10,6,7,4,17,18,1440x900,Edge,en-GB,9,landscape,1.25,Mumbai,ClusterB,0.087,0
session_363,Mobile,5,6,12,2,6,10,1440x900,Edge,fr-FR,10,landscape,1.48,Delhi,ClusterA,0.4,0
session_364,PC,2,5,6,8,8,18,360x640,Firefox,fr-FR,2,portrait,1.84,Chennai,ClusterB,0.179,0
session_365,PC,4,2,5,6,19,119,360x640,Firefox,en-US,14,landscape,0.53,Unknown,ClusterB,0.17,0
session_366,Mobile,4,1,8,6,10,11,1366x768,Chrome,en-US,10,landscape,1.46,Mumbai,ClusterC,0.256,0
session_367,PC,8,1,9,7,3,57,1366x768,Firefox,en-US,-4,landscape,0.36,Bangalore,ClusterC,0.332,0
session_368,PC,8,2,6,5,2,88,360x640,Chrome,en-GB,6,none,0.86,Kolkata,ClusterC,0.791,0
session_369,PC,4,6,5,6,11,44,414x896,Firefox,hi-IN,-8,portrait,1.34,Kolkata,ClusterA,0.081,0
session_370,PC,3,4,4,3,10,18,1920x1080,Chrome,fr-FR,4,none,0.89,Unknown,ClusterB,0.31,0
session_371,PC,6,3,17,5,6,44,360x640,Chrome,en-GB,5,portrait,0.44,Chennai,ClusterC,0.235,0
session_372,PC,5,1,9,1,8,32,414x896,Edge,en-US,7,none,1.55,Chennai,ClusterC,0.987,1
session_373,PC,4,4,11,4,13,5,360x640,Firefox,hi-IN,4,portrait,1.57,Mumbai,ClusterB,0.496,0
session_374,Mobile,3,2,4,8,10,1,1440x900,Chrome,en-US,-4,portrait,1.06,Delhi,ClusterB,0.137,0
session_375,PC,3,4,6,7,1,106,360x640,Firefox,hi-IN,-6,landscape,1.47,Chennai,ClusterB,0.169,0
session_376,Mobile,5,4,10,2,15,20,414x896,Edge,hi-IN,9,landscape,1.09,Unknown,ClusterB,0.27,0
session_377,Mobile,2,6,10,8,18,8,1920x1080,Safari,fr-FR,-8,none,0.41,Mumbai,ClusterA,0.236,0
session_378,PC,3,2,5,7,8,117,1366x768,Safari,en-GB,-8,landscape,0.53,Kolkata,ClusterB,0.391,0
session_379,Mobile,6,0,8,8,10,78,1440x900,Firefox,hi-IN,11,portrait,1.5,Kolkata,ClusterC,0.484,0
session_380,Mobile,4,4,7,5,4,7,360x640,Chrome,en-GB,-10,none,0.53,Mumbai,ClusterA,0.722,0
session_381,PC,11,4,4,3,5,199,1366x768,Chrome,hi-IN,-7,portrait,0.73,Mumbai,ClusterB,0.071,0
session_382,PC,6,2,9,9,2,72,360x640,Safari,en-US,-8,landscape,1.94,Delhi,ClusterC,0.17,0
session_383,Mobile,7,3,6,1,1,6,360x640,Firefox,en-US,-7,landscape,0.64,Chennai,ClusterC,0.147,0
session_384,PC,6,2,10,4,16,1,414x896,Safari,en-GB,-12,portrait,2.04,Kolkata,ClusterC,0.371,0
session_385,PC,6,3,6,9,0,45,360x640,Chrome,en-GB,-7,none,1.34,Unknown,ClusterC,0.67,0
session_386,PC,4,6,8,5,13,72,414x896,Firefox,en-US,3,landscape,2.09,Bangalore,ClusterB,0.259,0
session_387,Mobile,3,4,6,2,2,131,1440x900,Chrome,hi-IN,1,none,0.52,Unknown,ClusterB,0.544,0
session_388,Mobile,5,7,10,5,8,13,1366x768,Edge,hi-IN,11,portrait,0.94,Delhi,ClusterC,0.063,0
session_389,Mobile,4,2,7,4,9,134,414x896,Edge,hi-IN,11,landscape,1.12,Bangalore,ClusterB,0.229,0
session_390,Mobile,5,3,7,7,16,28,1920x1080,Firefox,hi-IN,-4,portrait,0.18,Unknown,ClusterB,0.245,0
session_391,Mobile,4,6,2,1,13,49,1366x768,Firefox,hi-IN,-2,landscape,0.77,Bangalore,ClusterC,0.451,0
session_392,PC,2,4,8,4,1,60,1440x900,Firefox,en-GB,1,portrait,2.01,Kolkata,ClusterC,0.395,0
session_393,Mobile,6,3,3,4,19,2,1366x768,Chrome,fr-FR,-6,none,0.61,Delhi,ClusterB,0.209,0
session_394,Mobile,9,5,6,8,1,283,414x896,Edge,en-US,-6,landscape,0.29,Mumbai,ClusterB,0.178,0
session_395,PC,3,4,7,9,12,24,1440x900,Safari,fr-FR,-2,landscape,0.59,Unknown,ClusterC,0.407,0
session_396,Mobile,3,6,6,4,11,35,414x896,Edge,en-GB,-1,none,0.95,Chennai,ClusterC,0.289,0
session_397,Mobile,4,3,6,9,7,136,1920x1080,Edge,hi-IN,-7,portrait,1.05,Chennai,ClusterA,0.517,0
session_398,PC,5,6,8,3,14,33,1440x900,Firefox,en-GB,11,landscape,0.66,Chennai,ClusterA,0.206,0
session_399,PC,7,1,6,7,3,113,414x896,Firefox,fr-FR,-2,portrait,1.85,Mumbai,ClusterA,0.361,0
session_400,PC,5,1,13,7,6,4,414x896,Firefox,en-GB,-10,portrait,2.17,Delhi,ClusterC,0.311,0
session_401,Mobile,6,3,4,5,12,150,360x640,Chrome,hi-IN,-3,portrait,1.82,Chennai,ClusterB,0.158,0
session_402,PC,6,9,6,6,6,5,1440x900,Firefox,fr-FR,0,landscape,0.41,Delhi,ClusterB,0.336,0
session_403,Mobile,4,5,8,7,10,21,360x640,Edge,hi-IN,4,none,0.99,Chennai,ClusterB,0.468,0
session_404,PC,5,1,6,3,2,26,360x640,Chrome,en-US,5,portrait,0.89,Mumbai,ClusterA,0.491,0
session_405,PC,4,4,8,5,11,163,414x896,Firefox,en-GB,9,none,0.89,Bangalore,ClusterA,0.933,1
session_406,PC,2,1,5,4,17,106,414x896,Chrome,en-GB,9,portrait,-0.2,Chennai,ClusterC,0.265,0
session_407,Mobile,7,4,6,6,2,43,1440x900,Firefox,hi-IN,1,portrait,0.31,Chennai,ClusterB,0.408,0
session_408,Mobile,5,1,4,1,12,75,360x640,Safari,fr-FR,2,none,0.81,Delhi,ClusterC,0.971,1
session_409,PC,5,1,9,3,16,14,1366x768,Safari,fr-FR,3,portrait,0.6,Bangalore,ClusterA,0.147,0
session_410,PC,6,5,9,4,0,11,414x896,Edge,en-US,2,none,0.92,Chennai,ClusterB,0.214,0
session_411,PC,7,6,7,9,3,99,414x896,Chrome,en-US,-9,none,1.21,Mumbai,ClusterB,0.543,0
session_412,PC,5,3,6,5,15,79,1920x1080,Chrome,en-GB,2,portrait,0.89,Kolkata,ClusterB,0.287,0
session_413,Mobile,5,2,5,5,7,116,1366x768,Chrome,en-GB,13,landscape,0.4,Kolkata,ClusterC,0.182,0
session_414,Mobile,6,3,5,7,13,190,1440x900,Safari,en-US,0,none,1.32,Kolkata,ClusterA,0.159,0
session_415,PC,5,2,5,3,18,15,1366x768,Edge,hi-IN,0,portrait,0.59,Bangalore,ClusterA,0.178,0
session_416,PC,2,2,12,7,16,76,360x640,Firefox,fr-FR,1,landscape,-0.23,Chennai,ClusterA,0.188,0
session_417,PC,4,8,5,5,17,48,414x896,Edge,fr-FR,10,none,0.98,Unknown,ClusterB,0.065,0
session_418,Mobile,7,5,6,4,7,59,414x896,Safari,en-GB,4,none,0.31,Mumbai,ClusterA,0.217,0
session_419,Mobile,3,6,4,6,0,51,1366x768,Firefox,hi-IN,-8,portrait,1.31,Kolkata,ClusterA,0.954,1
session_420,Mobile,4,7,5,3,6,28,1920x1080,Chrome,en-US,2,none,1.57,Bangalore,ClusterB,0.322,0
session_421,Mobile,5,1,3,1,8,62,1366x768,Firefox,en-GB,8,none,1.0,Bangalore,ClusterC,0.418,0
session_422,PC,5,3,13,3,4,74,1440x900,Edge,hi-IN,-4,landscape,0.93,Delhi,ClusterB,0.313,0
session_423,Mobile,7,0,6,1,5,86,1366x768,Edge,en-US,2,portrait,0.98,Unknown,ClusterA,0.167,0
session_424,Mobile,1,2,8,8,15,144,1920x1080,Firefox,en-GB,9,portrait,0.83,Mumbai,ClusterC,0.513,0
session_425,PC,4,6,9,7,1,96,1440x900,Firefox,en-US,9,portrait,1.22,Chennai,ClusterB,0.43,0
session_426,PC,3,6,6,9,9,63,1920x1080,Firefox,hi-IN,6,none,1.51,Mumbai,ClusterB,0.246,0
session_427,Mobile,3,0,8,7,3,69,1920x1080,Edge,hi-IN,11,portrait,1.42,Bangalore,ClusterB,0.259,0
session_428,PC,7,1,8,6,5,226,414x896,Edge,fr-FR,13,portrait,1.65,Delhi,ClusterB,0.117,0
session_429,Mobile,4,6,8,6,9,23,414x896,Chrome,en-US,1,none,0.61,Bangalore,ClusterA,0.138,0
session_430,PC,5,3,8,3,14,15,360x640,Safari,en-US,6,portrait,0.9,Kolkata,ClusterC,0.126,0
session_431,PC,4,5,5,3,7,0,1440x900,Edge,en-US,-2,none,0.62,Delhi,ClusterB,0.153,0
session_432,Mobile,8,0,12,7,4,24,1366x768,Firefox,en-GB,-5,landscape,1.68,Kolkata,ClusterA,0.077,0
session_433,Mobile,4,4,11,8,18,108,414x896,Firefox,en-GB,10,portrait,0.98,Kolkata,ClusterC,0.05,0
session_434,Mobile,6,6,1,4,1,62,414x896,Safari,en-GB,-11,landscape,1.03,Chennai,ClusterB,0.32,0
session_435,PC,2,7,7,1,2,47,1920x1080,Chrome,en-US,2,landscape,0.9,Kolkata,ClusterB,0.23,0
session_436,Mobile,4,1,4,7,5,38,1366x768,Edge,fr-FR,11,none,1.42,Kolkata,ClusterA,0.053,0
session_437,PC,2,3,11,8,19,6,360x640,Firefox,hi-IN,-8,landscape,1.97,Kolkata,ClusterC,0.208,0
session_438,PC,5,2,5,4,4,31,1440x900,Safari,hi-IN,-7,landscape,0.24,Chennai,ClusterC,0.538,0
session_439,PC,5,4,5,1,2,6,414x896,Chrome,en-GB,-8,none,0.83,Kolkata,ClusterC,0.209,0
session_440,PC,6,2,9,7,15,127,1440x900,Edge,fr-FR,5,none,1.22,Mumbai,ClusterC,0.266,0
session_441,PC,7,3,5,7,3,127,414x896,Firefox,en-GB,8,none,1.71,Kolkata,ClusterC,0.419,0
session_442,Mobile,5,2,7,4,16,31,1366x768,Edge,hi-IN,-10,portrait,1.45,Delhi,ClusterA,0.353,0
session_443,PC,3,4,9,8,12,13,414x896,Firefox,hi-IN,10,portrait,-0.96,Kolkata,ClusterC,0.189,0
session_444,PC,3,4,10,1,3,49,360x640,Chrome,fr-FR,3,portrait,1.15,Unknown,ClusterA,0.135,0
session_445,PC,5,2,5,5,0,35,414x896,Edge,hi-IN,9,portrait,1.08,Chennai,ClusterB,0.521,0
session_446,Mobile,4,5,7,2,14,11,1920x1080,Firefox,en-US,-12,portrait,1.16,Kolkata,ClusterA,0.337,0
session_447,PC,4,1,6,3,0,16,1920x1080,Chrome,en-GB,-5,none,1.17,Unknown,ClusterB,0.974,1
